customer_id,age,gender,city,occupation,monthly_income,account_type,transaction_type,transaction_amount,channel,loan_status,loan_amount,repayment_delay_days,credit_score,loan_type,mobile_app_usage,monthly_login_frequency,branch_name,customer_segment,kyc_status,currency,collateral_type,sector_financed,days_past_due,relationship_years,approval_status,financing_officer_id,age_group
11142,60,Female,Addis Ababa,Merchant,16277,Salary Account,Deposit,135055,Mobile Banking,Late Payment,404219,112,4,SME Financing,No,7,Megenagna Branch,SME,Pending,ETB,Inventory,Health Services,47,12,Approved,FO010,Senior
11143,29,Female,Jimma,Merchant,23614,Current Account,Withdrawal,1074,POS,Active,104620,35,1,Agricultural Loan,No,33,Bole Branch,Retail,Pending,ETB,Land,Health Services,38,7,Approved,FO003,Adult
11144,61,Female,Dessie,Small Business Owner,35759,Current Account,Deposit,135055,POS,Paid,470686,33,2,Trade Financing,No,24,Megenagna Branch,Corporate,Incomplete,USD,Machinery,Education,175,10,Approved,FO010,Senior
11145,53,Female,Addis Ababa,Private Employee,23096,Mudarabah Savings,Withdrawal,51063,ATM,Paid,173617,50,5,Murabaha Financing,Yes,24,Jimma Branch,Retail,Verified,ETB,Vehicle,Education,110,12,Under Review,FO004,Senior
11146,21,Female,Addis Ababa,Merchant,39533,Wadiah Deposit,Deposit,1074,Branch,Paid,297228,6,3,Agricultural Loan,No,7,Addis Main Branch,Agricultural,Incomplete,AED,No Collateral,Manufacturing,10,3,Approved,FO008,Young
11147,22,Female,Adama,Small Business Owner,21669,Savings Account,Transfer,1074,Branch,Paid,318501,104,3,Vehicle Financing,No,9,Addis Main Branch,SME,Verified,ETB,Building,Hospitality,32,13,Approved,FO016,Young
11148,54,Female,Addis Ababa,Private Employee,10664,Salary Account,Deposit,135055,Mobile Banking,Active,31970,54,2,Trade Financing,Yes,9,Megenagna Branch,Corporate,Under Review,ETB,Personal Guarantee,Manufacturing,102,9,Approved,FO020,Senior
11149,25,Male,Addis Ababa,Government Employee,16595,Savings Account,Withdrawal,1074,ATM,Defaulted,206616,48,2,Trade Financing,Yes,8,Adama Branch,Retail,Verified,ETB,Machinery,Health Services,13,8,Pending,FO020,Young
11150,59,Female,Addis Ababa,Farmer,14992,Wadiah Deposit,Transfer,135055,Branch,Paid,438527,117,2,Murabaha Financing,No,7,Dire Dawa Branch,Retail,Verified,ETB,Machinery,Import Trade,23,2,Under Review,FO013,Senior
11151,45,Female,Addis Ababa,Government Employee,15601,Salary Account,Transfer,1074,POS,Defaulted,198623,21,1,Vehicle Financing,No,16,Bole Branch,Retail,Verified,ETB,Vehicle,Transportation,39,10,Approved,FO001,Mid-Career
11152,48,Female,Addis Ababa,Small Business Owner,41704,Salary Account,Deposit,135055,POS,Paid,22300,46,3,Agricultural Loan,Yes,29,Bole Branch,Corporate,Verified,ETB,No Collateral,Transportation,10,9,Approved,FO004,Mid-Career
11153,26,Male,Jimma,Farmer,4690,Salary Account,Deposit,135055,Branch,Active,336509,20,3,SME Financing,Yes,19,Hawassa Branch,Agricultural,Verified,ETB,Inventory,Export Trade,124,12,Pending,FO009,Adult
11154,46,Female,Adama,NGO Worker,30448,Mudarabah Savings,Transfer,135055,ATM,Active,38690,80,2,Vehicle Financing,Yes,0,Addis Main Branch,Retail,Verified,ETB,Vehicle,Transportation,97,12,Approved,FO018,Mid-Career
11155,31,Female,Addis Ababa,Private Employee,29633,Salary Account,Transfer,51063,ATM,Active,137883,116,2,Murabaha Financing,Yes,7,Dire Dawa Branch,Youth Banking,Under Review,EUR,No Collateral,Hospitality,19,12,Under Review,FO007,Adult
11156,57,Female,Mekelle,University Lecturer,27912,Wadiah Deposit,Withdrawal,1074,Mobile Banking,Paid,408658,84,1,Vehicle Financing,No,15,Megenagna Branch,Youth Banking,Verified,ETB,Machinery,Hospitality,7,5,Approved,FO010,Senior
11157,58,Male,Bahir Dar,University Lecturer,43571,Salary Account,Transfer,135055,POS,Paid,115474,90,1,Agricultural Loan,No,22,Dire Dawa Branch,Corporate,Verified,ETB,Land,Transportation,7,6,Approved,FO003,Senior
11158,39,Female,Addis Ababa,Government Employee,13823,Wadiah Deposit,Transfer,135055,ATM,Late Payment,79622,108,2,Trade Financing,Yes,5,Adama Branch,Retail,Verified,ETB,Land,Import Trade,138,1,Pending,FO013,Mid-Career
11159,28,Male,Dire Dawa,NGO Worker,43607,Wadiah Deposit,Transfer,135055,POS,Paid,393648,55,2,Agricultural Loan,No,10,Megenagna Branch,SME,Verified,ETB,Inventory,Hospitality,117,9,Rejected,FO018,Adult
11160,40,Male,Addis Ababa,Private Employee,23776,Mudarabah Savings,Transfer,135055,Mobile Banking,Active,369234,100,3,Trade Financing,Yes,24,Dire Dawa Branch,SME,Verified,AED,Building,Import Trade,57,6,Under Review,FO019,Mid-Career
11161,18,Male,Bahir Dar,NGO Worker,49083,Salary Account,Withdrawal,135055,ATM,Active,233031,20,4,Murabaha Financing,No,14,Adama Branch,Agricultural,Verified,ETB,Personal Guarantee,Transportation,141,5,Approved,FO011,
11162,63,Male,Jimma,University Lecturer,23626,Savings Account,Transfer,1074,ATM,Paid,429410,104,4,Murabaha Financing,No,26,Jimma Branch,Youth Banking,Under Review,ETB,Inventory,Hospitality,31,11,Approved,FO010,Senior
11163,54,Female,Dire Dawa,Private Employee,8174,Savings Account,Withdrawal,51063,Branch,Paid,452231,85,3,Agricultural Loan,No,32,Adama Branch,Corporate,Incomplete,ETB,Personal Guarantee,Transportation,19,15,Approved,FO016,Senior
11164,38,Male,Addis Ababa,Farmer,13622,Wadiah Deposit,Transfer,51063,POS,Paid,80752,109,2,Agricultural Loan,No,14,Megenagna Branch,Women Banking,Verified,ETB,Vehicle,Import Trade,135,8,Approved,FO007,Mid-Career
11165,43,Male,Adama,Farmer,5520,Mudarabah Savings,Withdrawal,135055,ATM,Paid,118243,40,4,Vehicle Financing,No,5,Megenagna Branch,Agricultural,Verified,ETB,Land,Construction,1,15,Approved,FO012,Mid-Career
11166,63,Female,Addis Ababa,Government Employee,13349,Wadiah Deposit,Withdrawal,1074,Mobile Banking,Late Payment,262209,91,2,SME Financing,Yes,20,Bole Branch,Youth Banking,Incomplete,ETB,Land,Hospitality,144,15,Approved,FO016,Senior
11167,53,Male,Addis Ababa,NGO Worker,58402,Mudarabah Savings,Deposit,51063,POS,Paid,157375,89,1,Trade Financing,Yes,32,Adama Branch,Diaspora,Verified,ETB,Machinery,Transportation,146,2,Rejected,FO016,Senior
11168,40,Male,Jimma,Private Employee,12347,Salary Account,Withdrawal,135055,ATM,Paid,342295,74,5,Vehicle Financing,Yes,25,Addis Main Branch,SME,Verified,ETB,Machinery,Export Trade,161,2,Approved,FO006,Mid-Career
11169,18,Male,Adama,Merchant,40959,Mudarabah Savings,Withdrawal,51063,POS,Active,425230,24,1,Agricultural Loan,Yes,2,Hawassa Branch,Youth Banking,Verified,SAR,Building,Hospitality,55,8,Under Review,FO001,
11170,57,Male,Addis Ababa,Private Employee,20672,Savings Account,Withdrawal,1074,Mobile Banking,Active,492999,3,3,SME Financing,Yes,33,Hawassa Branch,Retail,Verified,ETB,Vehicle,Health Services,74,9,Approved,FO010,Senior
11171,32,Male,Addis Ababa,Small Business Owner,61403,Mudarabah Savings,Deposit,135055,Branch,Paid,193252,11,4,Agricultural Loan,No,15,Megenagna Branch,Agricultural,Verified,AED,Building,Health Services,135,6,Approved,FO002,Adult
11172,38,Male,Adama,Merchant,45084,Savings Account,Withdrawal,51063,Branch,Defaulted,89090,2,1,Trade Financing,Yes,32,Jimma Branch,Retail,Verified,ETB,Land,Hospitality,45,11,Rejected,FO012,Mid-Career
11173,64,Female,Addis Ababa,Merchant,78267,Wadiah Deposit,Deposit,51063,Mobile Banking,Active,1897,6,5,Vehicle Financing,Yes,31,Bahir Dar Branch,Women Banking,Verified,ETB,Vehicle,Manufacturing,139,3,Approved,FO012,Senior
11174,26,Female,Dire Dawa,NGO Worker,43940,Salary Account,Withdrawal,135055,POS,Active,110833,115,4,SME Financing,No,20,Addis Main Branch,Youth Banking,Verified,ETB,Personal Guarantee,Agriculture,23,7,Under Review,FO001,Adult
11175,26,Female,Bahir Dar,Small Business Owner,85484,Salary Account,Withdrawal,135055,Mobile Banking,Active,346378,37,1,Vehicle Financing,Yes,13,Adama Branch,Women Banking,Verified,ETB,Machinery,Education,89,13,Approved,FO006,Adult
11176,27,Female,Hawassa,Teacher,15921,Savings Account,Withdrawal,51063,Branch,Paid,119366,53,1,Murabaha Financing,Yes,4,Bahir Dar Branch,Diaspora,Verified,ETB,No Collateral,Import Trade,89,13,Pending,FO003,Adult
11177,43,Male,Addis Ababa,Teacher,21204,Wadiah Deposit,Withdrawal,51063,POS,Paid,296742,119,2,Trade Financing,No,16,Bahir Dar Branch,Corporate,Verified,ETB,Inventory,Construction,79,6,Pending,FO008,Mid-Career
11178,58,Male,Dire Dawa,Private Employee,22084,Salary Account,Transfer,51063,POS,Paid,227844,61,4,Vehicle Financing,No,8,Addis Main Branch,Retail,Verified,ETB,No Collateral,Hospitality,54,12,Approved,FO011,Senior
11179,52,Male,Mekelle,Merchant,75582,Wadiah Deposit,Transfer,1074,ATM,Late Payment,43669,56,3,Vehicle Financing,No,2,Jimma Branch,Retail,Verified,ETB,Machinery,Agriculture,61,6,Pending,FO019,Senior
11180,42,Female,Dire Dawa,NGO Worker,56118,Current Account,Transfer,135055,ATM,Late Payment,455007,46,2,SME Financing,No,13,Addis Main Branch,Retail,Under Review,ETB,Vehicle,Agriculture,67,3,Approved,FO011,Mid-Career
11181,43,Female,Adama,NGO Worker,37149,Salary Account,Withdrawal,135055,ATM,Defaulted,283173,54,2,Vehicle Financing,Yes,30,Dire Dawa Branch,Retail,Verified,ETB,Land,Construction,83,10,Under Review,FO017,Mid-Career
11182,28,Male,Adama,NGO Worker,24526,Wadiah Deposit,Transfer,51063,ATM,Active,371590,21,3,Murabaha Financing,Yes,6,Dire Dawa Branch,SME,Verified,ETB,Building,Export Trade,20,3,Approved,FO003,Adult
11183,55,Male,Dessie,Teacher,8505,Salary Account,Deposit,135055,ATM,Defaulted,114425,60,1,Vehicle Financing,No,31,Addis Main Branch,Agricultural,Incomplete,ETB,No Collateral,Export Trade,20,13,Approved,FO014,Senior
11184,19,Female,Dire Dawa,NGO Worker,49238,Savings Account,Withdrawal,135055,Mobile Banking,Paid,324441,32,3,Vehicle Financing,Yes,1,Jimma Branch,Corporate,Verified,ETB,Vehicle,Import Trade,1,2,Approved,FO011,Young
11185,24,Female,Mekelle,Private Employee,11132,Wadiah Deposit,Transfer,1074,Mobile Banking,Paid,377690,99,1,Agricultural Loan,No,23,Addis Main Branch,Retail,Verified,ETB,Vehicle,Education,41,11,Under Review,FO014,Young
11186,35,Female,Adama,Teacher,8037,Savings Account,Deposit,1074,POS,Late Payment,179124,1,2,SME Financing,Yes,0,Bole Branch,SME,Verified,ETB,Inventory,Agriculture,43,7,Approved,FO012,Adult
11187,44,Female,Adama,University Lecturer,19361,Savings Account,Deposit,1074,POS,Late Payment,48052,37,3,Vehicle Financing,Yes,31,Bole Branch,Diaspora,Pending,ETB,No Collateral,Education,9,15,Approved,FO017,Mid-Career
11188,51,Male,Dire Dawa,University Lecturer,19542,Wadiah Deposit,Withdrawal,1074,ATM,Defaulted,98947,1,2,Agricultural Loan,Yes,22,Addis Main Branch,Agricultural,Verified,ETB,Personal Guarantee,Health Services,33,11,Approved,FO014,Senior
11189,44,Female,Addis Ababa,Farmer,8568,Savings Account,Withdrawal,135055,Branch,Paid,483729,110,5,SME Financing,Yes,26,Dire Dawa Branch,Women Banking,Verified,ETB,Vehicle,Retail Trade,178,1,Approved,FO020,Mid-Career
11190,34,Female,Mekelle,Small Business Owner,44718,Mudarabah Savings,Deposit,1074,Branch,Late Payment,499073,4,5,Vehicle Financing,No,11,Bole Branch,SME,Pending,SAR,Vehicle,Export Trade,89,9,Approved,FO016,Adult
11191,60,Male,Dessie,Small Business Owner,74480,Mudarabah Savings,Deposit,51063,POS,Paid,389305,118,5,Agricultural Loan,Yes,8,Jimma Branch,Agricultural,Verified,SAR,Inventory,Hospitality,109,2,Approved,FO014,Senior
11192,61,Male,Dessie,Merchant,41546,Savings Account,Withdrawal,51063,POS,Late Payment,315808,117,3,Trade Financing,No,26,Bole Branch,Retail,Under Review,ETB,Personal Guarantee,Hospitality,116,7,Approved,FO005,Senior
11193,41,Male,Mekelle,Private Employee,9046,Current Account,Deposit,51063,POS,Paid,169565,19,4,SME Financing,No,24,Megenagna Branch,Retail,Under Review,ETB,Land,Retail Trade,77,11,Rejected,FO005,Mid-Career
11194,42,Female,Adama,Farmer,7204,Wadiah Deposit,Transfer,1074,ATM,Active,313962,116,2,Murabaha Financing,Yes,11,Addis Main Branch,Diaspora,Incomplete,AED,Machinery,Transportation,55,10,Approved,FO014,Mid-Career
11195,24,Female,Addis Ababa,Government Employee,12439,Salary Account,Transfer,51063,POS,Paid,121723,45,1,Vehicle Financing,Yes,8,Megenagna Branch,Women Banking,Verified,ETB,Machinery,Retail Trade,28,8,Rejected,FO015,Young
11196,23,Female,Mekelle,Merchant,24153,Wadiah Deposit,Deposit,135055,ATM,Active,42046,94,4,Vehicle Financing,Yes,23,Megenagna Branch,Corporate,Under Review,EUR,Vehicle,Education,95,15,Approved,FO001,Young
11197,41,Female,Addis Ababa,University Lecturer,33878,Mudarabah Savings,Deposit,135055,Mobile Banking,Paid,335718,44,2,Agricultural Loan,Yes,32,Addis Main Branch,SME,Verified,ETB,Land,Agriculture,142,15,Pending,FO001,Mid-Career
11198,50,Male,Addis Ababa,NGO Worker,47973,Current Account,Withdrawal,51063,POS,Active,432600,44,2,Vehicle Financing,Yes,31,Adama Branch,Agricultural,Verified,ETB,Land,Hospitality,178,4,Pending,FO007,Mid-Career
11199,46,Male,Adama,Teacher,17201,Mudarabah Savings,Transfer,1074,Branch,Paid,448345,85,4,SME Financing,No,32,Bahir Dar Branch,SME,Verified,ETB,Machinery,Education,59,15,Approved,FO013,Mid-Career
11200,60,Female,Dire Dawa,Merchant,38760,Current Account,Transfer,135055,ATM,Active,302110,103,3,Vehicle Financing,Yes,8,Addis Main Branch,Women Banking,Incomplete,ETB,No Collateral,Health Services,124,9,Approved,FO014,Senior
11201,39,Female,Adama,University Lecturer,20296,Salary Account,Transfer,135055,Mobile Banking,Paid,90319,26,4,Trade Financing,Yes,0,Jimma Branch,SME,Incomplete,ETB,Personal Guarantee,Construction,126,13,Approved,FO009,Mid-Career
11202,43,Female,Addis Ababa,Government Employee,16868,Savings Account,Transfer,1074,Mobile Banking,Paid,452291,78,3,Vehicle Financing,No,34,Bahir Dar Branch,Corporate,Verified,ETB,No Collateral,Hospitality,86,3,Pending,FO005,Mid-Career
11203,45,Male,Addis Ababa,Small Business Owner,16843,Current Account,Transfer,51063,ATM,Paid,440332,30,5,Agricultural Loan,No,30,Bole Branch,Agricultural,Verified,ETB,No Collateral,Agriculture,3,11,Approved,FO006,Mid-Career
11204,38,Female,Dessie,Farmer,12173,Mudarabah Savings,Transfer,1074,ATM,Paid,376986,51,2,SME Financing,Yes,31,Dire Dawa Branch,Retail,Verified,ETB,Inventory,Construction,63,8,Approved,FO008,Mid-Career
11205,24,Male,Addis Ababa,Teacher,16895,Wadiah Deposit,Withdrawal,135055,Mobile Banking,Paid,282936,12,2,Trade Financing,Yes,25,Hawassa Branch,SME,Pending,ETB,Personal Guarantee,Hospitality,10,15,Approved,FO005,Young
11206,34,Female,Bahir Dar,Small Business Owner,79475,Savings Account,Deposit,135055,Mobile Banking,Paid,197773,5,2,Murabaha Financing,Yes,8,Megenagna Branch,Retail,Under Review,EUR,Vehicle,Import Trade,5,10,Approved,FO007,Adult
11207,37,Male,Adama,Farmer,12789,Mudarabah Savings,Transfer,1074,Mobile Banking,Defaulted,112691,92,3,SME Financing,No,9,Bole Branch,SME,Verified,EUR,Building,Transportation,115,13,Approved,FO020,Mid-Career
11208,58,Male,Adama,University Lecturer,37923,Salary Account,Withdrawal,135055,ATM,Paid,332734,88,3,Murabaha Financing,Yes,1,Megenagna Branch,Retail,Verified,ETB,Personal Guarantee,Transportation,140,2,Under Review,FO011,Senior
11209,37,Female,Mekelle,Private Employee,20340,Salary Account,Withdrawal,1074,POS,Paid,119887,24,4,Trade Financing,Yes,6,Hawassa Branch,Agricultural,Under Review,ETB,No Collateral,Transportation,179,3,Approved,FO014,Mid-Career
11210,39,Male,Adama,Government Employee,23380,Wadiah Deposit,Deposit,51063,Mobile Banking,Paid,269768,3,2,Trade Financing,No,29,Bole Branch,Corporate,Verified,ETB,Personal Guarantee,Retail Trade,97,1,Approved,FO019,Mid-Career
11211,45,Male,Hawassa,Small Business Owner,92915,Wadiah Deposit,Deposit,135055,Mobile Banking,Late Payment,213213,70,2,SME Financing,Yes,16,Bole Branch,Women Banking,Verified,AED,Inventory,Construction,26,9,Approved,FO008,Mid-Career
11212,57,Female,Addis Ababa,Small Business Owner,55209,Wadiah Deposit,Deposit,135055,Branch,Active,417407,10,1,Agricultural Loan,Yes,32,Jimma Branch,Retail,Verified,USD,Personal Guarantee,Agriculture,10,5,Pending,FO011,Senior
11213,24,Male,Addis Ababa,Teacher,9130,Wadiah Deposit,Deposit,135055,POS,Active,157064,63,2,Trade Financing,Yes,31,Megenagna Branch,Retail,Verified,ETB,Personal Guarantee,Hospitality,62,14,Pending,FO018,Young
11214,18,Female,Addis Ababa,NGO Worker,37020,Wadiah Deposit,Deposit,135055,ATM,Paid,71846,59,5,Vehicle Financing,No,4,Jimma Branch,Retail,Verified,ETB,No Collateral,Education,86,4,Approved,FO010,
11215,49,Male,Adama,Merchant,55702,Savings Account,Withdrawal,51063,Mobile Banking,Paid,103770,85,2,Agricultural Loan,No,0,Dire Dawa Branch,Retail,Verified,EUR,Building,Export Trade,122,11,Under Review,FO006,Mid-Career
11216,30,Male,Hawassa,NGO Worker,19839,Current Account,Deposit,1074,ATM,Active,284166,67,2,Vehicle Financing,Yes,25,Bahir Dar Branch,SME,Verified,USD,Building,Import Trade,147,8,Under Review,FO011,Adult
11217,47,Male,Addis Ababa,Private Employee,23035,Salary Account,Withdrawal,1074,POS,Late Payment,132664,45,3,Murabaha Financing,No,1,Megenagna Branch,Retail,Verified,ETB,Land,Construction,27,2,Approved,FO015,Mid-Career
11218,40,Male,Addis Ababa,NGO Worker,58779,Savings Account,Transfer,1074,POS,Paid,194026,73,2,Agricultural Loan,No,11,Hawassa Branch,Agricultural,Verified,ETB,Machinery,Construction,58,10,Approved,FO008,Mid-Career
11219,36,Female,Dire Dawa,NGO Worker,26882,Current Account,Transfer,135055,POS,Active,203318,71,2,SME Financing,Yes,25,Adama Branch,Women Banking,Verified,ETB,Machinery,Construction,21,3,Approved,FO004,Mid-Career
11220,49,Female,Hawassa,Government Employee,21491,Current Account,Deposit,51063,Branch,Late Payment,330706,54,5,Murabaha Financing,Yes,29,Dire Dawa Branch,Retail,Verified,ETB,Land,Hospitality,11,15,Approved,FO017,Mid-Career
11221,47,Female,Hawassa,Teacher,12803,Salary Account,Transfer,51063,Mobile Banking,Active,13798,75,2,Murabaha Financing,Yes,32,Dire Dawa Branch,Retail,Incomplete,SAR,Vehicle,Education,136,12,Under Review,FO017,Mid-Career
11222,46,Male,Bahir Dar,Small Business Owner,21336,Mudarabah Savings,Withdrawal,135055,POS,Active,283087,40,3,SME Financing,Yes,33,Dire Dawa Branch,Corporate,Verified,ETB,Machinery,Construction,173,9,Pending,FO008,Mid-Career
11223,62,Male,Bahir Dar,Small Business Owner,48095,Savings Account,Transfer,51063,ATM,Paid,5236,88,3,Vehicle Financing,No,3,Hawassa Branch,Retail,Incomplete,ETB,Vehicle,Agriculture,124,4,Under Review,FO002,Senior
11224,46,Female,Hawassa,Small Business Owner,28810,Mudarabah Savings,Transfer,51063,Branch,Paid,304527,92,3,Agricultural Loan,Yes,14,Jimma Branch,Youth Banking,Verified,ETB,Land,Manufacturing,96,7,Rejected,FO001,Mid-Career
11225,47,Female,Addis Ababa,Small Business Owner,32860,Salary Account,Transfer,135055,POS,Active,219950,5,3,Murabaha Financing,No,21,Megenagna Branch,Women Banking,Incomplete,ETB,Vehicle,Import Trade,116,5,Approved,FO010,Mid-Career
11226,33,Female,Dire Dawa,University Lecturer,28937,Savings Account,Transfer,135055,POS,Late Payment,30561,5,4,Trade Financing,No,2,Adama Branch,Retail,Under Review,EUR,Vehicle,Agriculture,55,14,Approved,FO004,Adult
11227,57,Female,Adama,Farmer,5289,Salary Account,Withdrawal,135055,ATM,Active,297662,12,3,Murabaha Financing,No,25,Dire Dawa Branch,Agricultural,Incomplete,USD,No Collateral,Hospitality,27,9,Approved,FO014,Senior
11228,36,Male,Hawassa,Teacher,21884,Current Account,Transfer,1074,Branch,Active,330460,24,2,SME Financing,Yes,12,Hawassa Branch,Retail,Verified,ETB,Land,Import Trade,155,7,Approved,FO017,Mid-Career
11229,35,Female,Addis Ababa,Merchant,50887,Current Account,Deposit,135055,ATM,Paid,380006,11,4,Agricultural Loan,Yes,8,Bahir Dar Branch,Agricultural,Verified,ETB,Inventory,Agriculture,60,12,Approved,FO006,Adult
11230,18,Male,Jimma,Government Employee,21643,Salary Account,Withdrawal,51063,Mobile Banking,Active,211039,71,1,SME Financing,No,26,Megenagna Branch,Retail,Verified,ETB,Inventory,Construction,44,12,Approved,FO016,
11231,31,Female,Addis Ababa,Private Employee,24808,Savings Account,Deposit,1074,POS,Paid,241102,71,2,Murabaha Financing,Yes,10,Bahir Dar Branch,SME,Verified,USD,Machinery,Hospitality,82,2,Approved,FO004,Adult
11232,64,Male,Addis Ababa,NGO Worker,17538,Wadiah Deposit,Withdrawal,51063,ATM,Active,292384,91,2,Murabaha Financing,Yes,16,Dire Dawa Branch,Retail,Verified,ETB,Building,Construction,24,14,Pending,FO013,Senior
11233,19,Female,Jimma,Government Employee,11344,Savings Account,Transfer,1074,Branch,Paid,33940,85,2,Murabaha Financing,Yes,10,Adama Branch,Retail,Incomplete,ETB,Building,Health Services,56,4,Approved,FO003,Young
11234,45,Female,Addis Ababa,University Lecturer,19811,Mudarabah Savings,Withdrawal,135055,Mobile Banking,Defaulted,357854,2,4,SME Financing,Yes,8,Addis Main Branch,Agricultural,Verified,ETB,Inventory,Transportation,93,2,Approved,FO019,Mid-Career
11235,47,Male,Bahir Dar,Small Business Owner,44614,Wadiah Deposit,Deposit,135055,POS,Active,239014,81,3,Vehicle Financing,No,26,Megenagna Branch,SME,Verified,ETB,Land,Construction,31,4,Pending,FO007,Mid-Career
11236,55,Male,Dessie,Farmer,14190,Mudarabah Savings,Deposit,135055,POS,Late Payment,59036,73,3,Agricultural Loan,No,7,Adama Branch,Retail,Pending,ETB,Machinery,Agriculture,37,10,Approved,FO002,Senior
11237,21,Female,Adama,Teacher,11866,Savings Account,Withdrawal,135055,Branch,Paid,17423,99,2,Vehicle Financing,No,15,Addis Main Branch,Retail,Verified,ETB,Machinery,Construction,36,12,Rejected,FO008,Young
11238,18,Male,Mekelle,Farmer,9221,Savings Account,Deposit,51063,ATM,Active,282028,84,4,Vehicle Financing,Yes,29,Adama Branch,SME,Verified,ETB,Inventory,Manufacturing,12,5,Approved,FO012,
11239,25,Female,Addis Ababa,Private Employee,28774,Wadiah Deposit,Deposit,1074,ATM,Active,93142,60,2,Trade Financing,Yes,14,Jimma Branch,SME,Verified,ETB,Personal Guarantee,Agriculture,1,13,Approved,FO020,Young
11240,46,Male,Dessie,Farmer,14462,Wadiah Deposit,Withdrawal,51063,POS,Paid,415332,28,4,Vehicle Financing,Yes,14,Megenagna Branch,Corporate,Incomplete,ETB,Vehicle,Transportation,28,2,Under Review,FO007,Mid-Career
11241,56,Female,Bahir Dar,Private Employee,15858,Current Account,Transfer,135055,Mobile Banking,Active,371782,97,2,Agricultural Loan,No,23,Jimma Branch,SME,Pending,USD,Vehicle,Retail Trade,7,1,Approved,FO013,Senior
11242,20,Female,Adama,University Lecturer,32587,Salary Account,Transfer,135055,ATM,Late Payment,344095,104,2,SME Financing,No,28,Hawassa Branch,Retail,Verified,ETB,Building,Manufacturing,173,7,Approved,FO005,Young
11243,49,Female,Jimma,Merchant,25907,Mudarabah Savings,Transfer,135055,Branch,Late Payment,76775,117,1,Vehicle Financing,Yes,7,Addis Main Branch,Retail,Verified,ETB,No Collateral,Education,86,10,Approved,FO010,Mid-Career
11244,27,Female,Dessie,Teacher,20413,Savings Account,Deposit,1074,POS,Paid,190634,74,4,SME Financing,Yes,6,Dire Dawa Branch,Agricultural,Verified,AED,Vehicle,Construction,35,10,Pending,FO002,Adult
11245,27,Female,Dessie,University Lecturer,43453,Salary Account,Deposit,135055,Mobile Banking,Late Payment,487837,47,5,Vehicle Financing,No,8,Jimma Branch,Retail,Verified,ETB,Building,Construction,179,4,Approved,FO020,Adult
11246,36,Female,Addis Ababa,Government Employee,11874,Salary Account,Transfer,51063,Branch,Active,160905,13,2,Agricultural Loan,Yes,1,Adama Branch,SME,Verified,EUR,Inventory,Import Trade,46,15,Under Review,FO014,Mid-Career
11247,63,Female,Jimma,University Lecturer,43566,Salary Account,Withdrawal,135055,Mobile Banking,Paid,22286,108,1,Vehicle Financing,Yes,20,Addis Main Branch,Diaspora,Verified,ETB,Personal Guarantee,Hospitality,127,11,Approved,FO001,Senior
11248,51,Female,Jimma,Teacher,18530,Current Account,Transfer,1074,Mobile Banking,Late Payment,232588,43,1,Murabaha Financing,No,0,Megenagna Branch,Retail,Verified,ETB,No Collateral,Retail Trade,2,9,Approved,FO001,Senior
11249,50,Male,Dire Dawa,Government Employee,13003,Current Account,Withdrawal,135055,POS,Defaulted,2676,96,3,Agricultural Loan,Yes,5,Jimma Branch,Corporate,Verified,AED,Machinery,Import Trade,150,8,Approved,FO003,Mid-Career
11250,40,Male,Addis Ababa,Teacher,10960,Mudarabah Savings,Deposit,135055,Mobile Banking,Paid,173369,98,1,Trade Financing,No,29,Megenagna Branch,Retail,Pending,ETB,Inventory,Export Trade,48,3,Pending,FO008,Mid-Career
11251,45,Male,Bahir Dar,Merchant,71233,Salary Account,Deposit,1074,ATM,Active,395861,16,3,Vehicle Financing,No,22,Adama Branch,Agricultural,Verified,ETB,Inventory,Health Services,96,6,Approved,FO004,Mid-Career
11252,49,Female,Addis Ababa,NGO Worker,37991,Mudarabah Savings,Transfer,51063,ATM,Paid,258918,67,3,Murabaha Financing,Yes,32,Hawassa Branch,Agricultural,Verified,ETB,No Collateral,Manufacturing,168,5,Approved,FO004,Mid-Career
11253,24,Female,Adama,Farmer,5133,Current Account,Withdrawal,51063,Mobile Banking,Paid,6678,40,3,Trade Financing,Yes,21,Hawassa Branch,Retail,Verified,USD,Vehicle,Transportation,85,3,Approved,FO003,Young
11254,46,Female,Jimma,NGO Worker,58901,Salary Account,Withdrawal,135055,POS,Defaulted,430881,90,2,Murabaha Financing,No,6,Megenagna Branch,Retail,Incomplete,ETB,Personal Guarantee,Agriculture,42,14,Approved,FO005,Mid-Career
11255,25,Male,Dire Dawa,Private Employee,15530,Current Account,Transfer,51063,POS,Active,499244,83,2,Murabaha Financing,Yes,5,Bahir Dar Branch,Corporate,Verified,ETB,Inventory,Agriculture,98,1,Approved,FO011,Young
11256,18,Male,Adama,Merchant,69539,Savings Account,Withdrawal,135055,Mobile Banking,Paid,118175,70,4,Vehicle Financing,Yes,11,Bahir Dar Branch,Corporate,Under Review,ETB,Building,Education,104,4,Pending,FO019,
11257,20,Male,Hawassa,Private Employee,27498,Wadiah Deposit,Deposit,51063,ATM,Paid,128692,39,2,Agricultural Loan,No,6,Bahir Dar Branch,SME,Verified,ETB,No Collateral,Retail Trade,167,3,Approved,FO014,Young
